pass_end_zone,sum_gpa,n_passes,team_id,pct_gpa,player_id
22,1.4191289903369073,57,2077,0.36419768398221664,37368
23,-0.003115721582656523,48,2077,-7.99602144740571e-4,37368
24,0.07435364176569159,39,2077,0.0190817214721824,37368
0,0.009302362325651667,2,2077,0.0019790165960519085,40283
5,5.228721886401957e-4,1,2077,1.1123763004581112e-4,40283
6,0.014532297343291815,14,2077,0.0030916509822273377,40283
7,-0.013317340591712112,22,2077,-0.002833176898904303,40283
8,-0.004544065529950051,8,2077,-9.667201494098522e-4,40283
9,0.005348464689670361,7,2077,0.0011378507967881979,40283
10,0.0010318885952565141,14,2077,2.1952753330818826e-4,40283
11,-0.019209598385076226,25,2077,-0.004086716113252942,40283
12,-0.006993739907878579,49,2077,-0.0014878723126055676,40283
13,-0.006759084435229551,29,2077,-0.001437950899262393,40283
14,0.024411697769507856,24,2077,0.005193428650960982,40283
15,0.013870497080398824,48,2077,0.0029508573152331858,40283
16,-0.07046824386110934,65,2077,-0.014991656873137202,40283
17,1.7459813635891213,70,2077,0.37144608799121925,40283
18,-0.045228184799882706,61,2077,-0.009621999788317232,40283
19,0.015765713083867552,62,2077,0.003354052094437299,40283
20,-0.014720882049055015,38,2077,-0.0031317711419675993,40283
21,-0.10048079847917783,60,2077,-0.02137663109794101,40283
22,1.3955151182317458,90,2077,0.29688669204018503,40283
23,1.705421377389195,70,2077,0.3628172168491067,40283
24,0.050515666224248405,46,2077,0.010746876795234166,40283
1,0.004696141886044736,3,2077,0.06643833789204905,83065
2,-0.021695621870470857,18,2077,-0.30693728843497314,83065
3,0.006265313827183559,23,2077,0.08863808784975517,83065
4,0.0478846243476446,21,2077,0.6774443637864872,83065
5,0.0018380781889456754,2,2077,0.02600408223441293,83065
6,0.007662867292755261,8,2077,0.10840987746364597,83065
7,-0.006102743524537339,36,2077,-0.08633813589759659,83065
8,0.018696353844447077,135,2077,0.26450535443955114,83065
9,0.005762903187384971,138,2077,0.08153026856799739,83065
10,-0.0024342325302405795,10,2077,-0.034438133956841116,83065
11,0.0038805077263117946,13,2077,0.05489921083507782,83065
12,0.00371504656903233,25,2077,0.05255836071979282,83065
13,0.02258018373899903,120,2077,0.31945156541675196,83065
14,-0.05848428820909835,230,2077,-0.8274023646855038,83065
15,0.009212377890798816,10,2077,0.13033146994918188,83065
16,-0.00980945478754433,14,2077,-0.13877857346012906,83065
17,0.03257052017616147,34,2077,0.46078914932575843,83065
18,-0.11633954685256206,155,2077,-1.6459055777184748,83065
19,-0.12473711031817084,283,2077,-1.7647095177476255,83065
20,-0.002015981520681388,7,2077,-0.02852095713998216,83065
21,-0.07217063612861424,14,2077,-1.021029011760851,83065
22,0.6135048893711611,54,2077,8.679517384172383,83065
23,-0.22946517928199126,57,2077,-3.2463425265961647,83065
24,-0.064330796122844,63,2077,-0.910115425254703,83065
0,0.007724942158698048,11,2077,0.003690446929636508,114579
1,-0.002390671027413464,7,2077,-0.0011420984612752014,114579
2,-0.002636444598487957,3,2077,-0.0012595121974720987,114579
3,-0.0025023780784487895,4,2077,-0.0011954644198860225,114579
5,-0.007349925627453447,65,2077,-0.0035112897815488355,114579
6,-0.003137072824812513,80,2077,-0.001498677988331588,114579
7,0.16063359644551528,69,2077,0.07673970246254028,114579
8,0.010473298945272247,48,2077,0.005003423086116603,114579
9,0.010408879514983111,20,2077,0.004972647905689939,114579
10,-0.013202517500651545,113,2077,-0.006307256309859996,114579
11,-0.009259565498002675,98,2077,-0.0044235845861183,114579
12,0.03670873826164613,87,2077,0.017536914532879092,114579
13,0.0320653592336695,63,2077,0.01531862687131516,114579
14,0.05906469297468099,41,2077,0.028217054621295926,114579
15,0.03831931512215532,184,2077,0.018306337566437635,114579
16,0.8943983516641625,153,2077,0.4272821184886727,114579
17,0.0938934178089732,120,2077,0.04485582782986211,114579
18,-0.009432797187088782,90,2077,-0.004506342792195447,114579
19,0.06286291625777823,73,2077,0.0300315849006453,114579
20,0.023782382040658207,56,2077,0.011361589119805365,114579
21,-0.0523018188516227,33,2077,-0.02498621773860721,114579
22,0.7263985379044384,46,2077,0.3470233431953219,114579
23,0.01647565610532354,17,2077,0.007870937184840466,114579
24,0.02222983673881499,19,2077,0.010619889580235669,114579
1,-0.0012670208404106792,3,3500,-1.7070766660104534e-4,111114
2,-0.01571037643326694,14,3500,-0.002116683180584287,111114
3,-0.02551510552535482,30,3500,-0.0034376894115656156,111114
4,0.012117757698155771,33,3500,0.0016326441326872988,111114
5,-0.00071205586333492445,3,3500,-9.5936381662119075e-05,111114
6,-0.007623257249376635,12,3500,-0.001027093174346511,111114
7,0.029179179461193354,26,3500,0.0039313557285600275,111114
8,0.007138212770299244,126,3500,9.61742385645843e-4,111114
9,-0.015091754893144836,244,3500,-0.002033335348997586,111114
10,-0.00143854660108913,5,3500,-1.9381759615666092e-4,111114
11,-0.018454226468355428,12,3500,-0.0024863663160576786,111114
12,-0.015870430062601193,22,3500,-0.0021382474522389054,111114
13,-0.0011969962630333066,161,3500,-1.6127314758797128e-4,111114
14,-0.08190404419754416,293,3500,-0.011035057849261407,111114
15,0.0022235205029131947,8,3500,2.995783372978014e-4,111114
16,-0.007745007712243726,8,3500,-0.001043496801469883,111114
17,-0.0048567931445877436,24,3500,-6.543632104802583e-4,111114
18,-0.12230887764718673,190,3500,-0.016478863205577954,111114
19,-0.21314126707552988,406,3500,-0.02871685074024552,111114
20,-0.03330147654298506,9,3500,-0.004486759154790072,111114
21,-0.10275109763507952,23,3500,-0.01384381342322297,111114
22,8.413138571817866,113,3500,1.133515099815381,111114
23,-0.2774732444975942,81,3500,-0.037384397005697755,111114
24,-0.09526848365618047,131,3500,-0.012835669333027742,111114
4,-0.0032110621971589053,3,3500,-0.004390152119115439,91373
5,-0.0031082123091197475,2,3500,-0.004249536140289057,91373
6,-0.0014785199997518466,8,3500,-0.0020214269645129246,91373
7,-9.354254379877235e-4,2,3500,-0.0012789101290189263,91373
8,0.0026097186696586927,5,3500,0.0035679975174676636,91373
9,-0.009560781756212944,13,3500,-0.013071464739791013,91373
10,0.025831823279126132,20,3500,0.035317171311664584,91373
11,-3.4109811219202105e-4,13,3500,-4.663480518661445e-4,91373
12,-0.0013597601546869098,10,3500,-0.0018590589524766095,91373
13,0.01886486069034088,21,3500,0.025791966349887268,91373
14,-0.006941006272664547,45,3500,-0.00948971758432241,91373
15,0.025584880858850613,28,3500,0.0349795525664932,91373
16,-0.0073113668645912195,14,3500,-0.009996073188060742,91373
17,0.008538451232120403,22,3500,0.011673738304983137,91373
18,-0.025026068499024955,47,3500,-0.03421554641680007,91373
19,0.004687413126312125,59,3500,0.00640861353849084,91373
20,-0.01277810100397814,16,3500,-0.017470171474884597,91373
21,-0.013368917145040887,4,3500,-0.018277933073519822,91373
22,0.7761137622884364,34,3500,1.06109980716036,91373
23,-0.05684420339081675,37,3500,-0.07771718037614628,91373
24,0.0114575158689484,34,3500,0.01566467246145759,91373
0,2.776591808015933e-4,6,2077,1.3513992653348407e-4,41627
1,-0.028211634947659544,36,2077,-0.013730928194809056,41627
2,-0.04536482273251798,46,2077,-0.022079582578822584,41627
3,-0.0017714538807623182,8,2077,-8.621870402864102e-4,41627
4,0.014009007057678245,7,2077,0.00681834535100247,41627
5,0.046346045609963346,98,2077,0.02255715507323145,41627
6,0.07154629514111278,123,2077,0.03482240724473631,41627
7,0.09130519636680667,94,2077,0.04443929242142598,41627
8,0.09455415565542907,134,2077,0.04602059838907722,41627
9,0.10549063245035688,97,2077,0.05134350781470791,41627
10,0.09445467047010991,83,2077,0.045972177801663586,41627
11,0.10559026930039353,120,2077,0.05139200221908923,41627
12,0.18611512980243722,150,2077,0.09058438080692807,41627
13,0.1289414061218524,91,2077,0.062757269902351,41627
14,0.13145745096939004,91,2077,0.06398185795620022,41627
15,0.049385217309499053,44,2077,0.02403635500104289,41627
16,0.05554666863795179,43,2077,0.027035204444676927,41627
17,0.007959393714927142,31,2077,0.003873928745237286,41627
18,0.031860981614322846,23,2077,0.01550710731845381,41627
19,0.03737038185537041,40,2077,0.01818859597540822,41627
20,-0.0013044310499852984,4,2077,-6.348816407009913e-4,41627
21,-0.007331001802548863,3,2077,-0.0035680831519892165,41627
22,0.8877003344543117,5,2077,0.43205399380482706,41627
23,-0.008381256122468848,4,2077,-0.004079254045837242,41627
24,0.007058793962422849,2,2077,0.0034355964558523645,41627
0,0.007064345175370076,10,2077,0.002622040410007207,82845
1,-0.011597496394274744,17,2077,-0.004304589235917146,82845
2,-0.009849274799427224,11,2077,-0.003655709891329159,82845
3,9.544200625555333e-4,2,2077,3.5424769175596184e-4,82845
5,0.014165548332210454,101,2077,0.005257761226966126,82845
6,0.050742870732290016,80,2077,0.018833997246300527,82845
7,-0.003354595704663203,24,2077,-0.0012451098125174404,82845
8,0.005720189189155544,10,2077,0.0021231362333687886,82845
9,0.0025756030810285897,2,2077,9.559747139963678e-4,82845
10,0.04900434860509265,167,2077,0.018188718008375352,82845
11,0.014997910346811834,71,2077,0.005566705196132454,82845
12,0.005869045822226655,12,2077,0.002178386663170956,82845
13,0.004573895530552985,2,2077,0.0016976717041056835,82845
14,3.6134865916897206e-4,1,2077,1.3412011487580396e-4,82845
15,0.03157595773794402,212,2077,0.011719902569629424,82845
16,0.013872440636311205,87,2077,0.005148969795622785,82845
17,-0.008172829008925221,20,2077,-0.00303347124092906,82845
18,5.801248609547437e-4,4,2077,2.1532226844980923e-4,82845
19,-0.012950906289122448,2,2077,-0.004806928143133466,82845
20,-0.009151804101421145,85,2077,-0.0033968329098724784,82845
21,-0.10565832257425234,33,2077,-0.03921671217442361,82845
22,1.7608667674025136,38,2077,0.6535727949514132,82845
23,0.9081523950124395,17,2077,0.3370747350327061,82845
24,-0.016125238587596884,4,2077,-0.005985130418754151,82845
2,-5.880243208180908e-4,2,2077,NaN,41574
3,-0.00437893224273501,1,2077,NaN,41574
5,-0.0045179607248918355,4,2077,NaN,41574
6,-0.014006530784018078,12,2077,NaN,41574
7,-4.309437781738041e-4,13,2077,NaN,41574
8,0.041051562748495966,16,2077,NaN,41574
9,0.0038027206803717406,8,2077,NaN,41574
10,-0.00672500643009444,36,2077,NaN,41574
11,0.021696657360334284,41,2077,NaN,41574
12,-0.028342871926465393,37,2077,NaN,41574
13,-0.019251732382978344,32,2077,NaN,41574
14,-0.013685458000871663,48,2077,NaN,41574
15,-0.03913060492977333,56,2077,NaN,41574
16,NaN,106,2077,NaN,41574
17,-0.1258779571333535,103,2077,NaN,41574
18,-0.10570952985487,70,2077,NaN,41574
19,0.005152710273196109,63,2077,NaN,41574
20,-0.00521290590814035,28,2077,NaN,41574
21,-0.06649740577935531,34,2077,NaN,41574
22,3.484788507286278,57,2077,NaN,41574
23,-0.10019176006762531,31,2077,NaN,41574
24,-0.026692861118052472,29,2077,NaN,41574
0,0.004948621524889651,7,3500,0.007897000594497949,58634
1,-0.004482563267718566,5,3500,-0.007153265735115506,58634
2,-0.014528903760068221,13,3500,-0.023185196332673814,58634
5,0.01932919070454031,76,3500,0.03084548489254749,58634
6,0.08633534066699619,78,3500,0.137773768542272,58634
7,0.01422733255990028,19,3500,0.022703949598602186,58634
8,0.009451595580264649,6,3500,0.01508283782481597,58634
9,0.001565350158134516,2,3500,0.0024979827346285855,58634
10,0.0396672938273354,143,3500,0.06330099025780268,58634
11,0.016032347112615426,86,3500,0.025584388307478154,58634
12,0.00702610938319208,11,3500,0.01121225167392706,58634
13,0.0048100737969969795,4,3500,0.007675906400077985,58634
14,0.01581039016584278,10,3500,0.025230189843966515,58634
15,0.0112121988730671,190,3500,0.017892405131591578,58634
16,-0.006012434331273628,119,3500,-0.009594630999691671,58634
17,0.0032730645018217755,24,3500,0.005223149959380469,58634
18,-0.001733678121792892,5,3500,-0.0027666001713016124,58634
19,0.011957035018505816,8,3500,0.0190810132022935,58634
20,-0.052986974703488614,64,3500,-0.08455651106667085,58634
21,-0.18212239517621667,72,3500,-0.2906305636315649,58634
22,0.6928784657465833,63,3500,1.1056941066103467,58634
23,-0.045829329419520955,9,3500,-0.07313435465838532,58634
24,-0.004182423312423462,5,3500,-0.006674302978825333,58634
0,0.03295487794471002,69,3500,0.014785289191372543,60238
1,0.007645131644039415,18,3500,0.003430007613831288,60238
2,0.004257408837811857,6,3500,0.0019100972238028867,60238
3,0.020929362829067762,22,3500,0.009390011473812873,60238
4,0.05684711771798811,56,3500,0.025504602886607594,60238
5,0.12681934701514525,92,3500,0.05689782022029728,60238
6,0.18812522322393774,82,3500,0.08440285636087215,60238
7,0.2855138341458862,94,3500,0.1280965025289111,60238
8,0.1266028360809537,108,3500,0.056800682043045135,60238
9,0.238827260857213,129,3500,0.10715045355293407,60238
10,0.15985117550482444,55,3500,0.07171763346794799,60238
11,0.09331179783535146,39,3500,0.04186457368397034,60238
12,0.07096428334749462,23,3500,0.03183830488802143,60238
13,0.12862983191094743,44,3500,0.057710098839746524,60238
14,0.14743586241136258,60,3500,0.06614747190351307,60238
15,0.05146769803699758,28,3500,0.023091112665261673,60238
16,0.15242547339972812,70,3500,0.06838607347075926,60238
17,0.14241657667428323,55,3500,0.06389555668533632,60238
18,0.12073273476883105,55,3500,0.054167046269063435,60238
19,0.07246739450863747,48,3500,0.03251267950538651,60238
21,0.005246417429663844,3,3500,0.002353818425496217,60238
22,-0.01196941578635748,7,3500,-0.005370108611841571,60238
23,-0.0025578748559613057,3,3500,-0.0011475970120168222,60238
24,0.009952050814300768,4,3500,0.0044650127238687375,60238
0,-5.143671137928436e-4,1,2077,-3.4085918022218754e-4,153647
1,-5.027187429710706e-4,1,2077,-3.3314007450417957e-4,153647
2,-0.0022791189755175284,2,2077,-0.0015103193901634408,153647
3,0.006307529750121131,3,2077,0.0041798539646125815,153647
4,-0.0014393119968240135,8,2077,-9.537987444488502e-4,153647
5,-0.003602157757655593,30,2077,-0.0023870665666234155,153647
6,-0.0038977278984034048,32,2077,-0.002582934057316125,153647
7,-0.010589195426390172,33,2077,-0.007017214700288077,153647
8,-0.020201559409222837,55,2077,-0.013387105813710207,153647
9,-0.005879302712521984,43,2077,-0.003896077818994129,153647
10,-0.0013599624928327947,39,2077,-9.012156648618901e-4,153647
11,-0.015817823414756797,37,2077,-0.010482105440793714,153647
12,0.017752901772082514,51,2077,0.011764437076811534,153647
13,-0.011788617944452642,63,2077,-0.007812044239898689,153647
14,0.01965272699001623,60,2077,0.013023407273360937,153647
15,0.004615088820971291,45,2077,0.003058312535902918,153647
16,-0.001631478836345652,35,2077,-0.0010811432609017714,153647
17,-0.022427632136034187,44,2077,-0.014862272682720959,153647
18,0.017569384337876186,62,2077,0.011642824321052733,153647
19,0.014496790096933032,90,2077,0.009606687239114215,153647
20,0.018450826206748323,18,2077,0.012226935444763243,153647
21,-0.01595219832368147,9,2077,-0.010571152582553523,153647
22,1.5711472212471935,17,2077,1.0411628960757586,153647
23,-0.08017142507715644,20,2077,-0.053127747665551235,153647
24,0.037093258717665056,25,2077,0.024580843952175573,153647
1,-9.790535027513307e-4,1,3500,-7.45824860385433e-4,95272
2,-0.0016251174877578542,1,3500,-0.0012379844615343519,95272
5,0.005550589810921862,11,3500,0.004228336714136717,95272
6,0.03536476437870189,11,3500,0.026940223778565326,95272
7,-3.949382236457166e-4,10,3500,-3.0085663825693017e-4,95272
8,0.005096262601917328,6,3500,0.0038822386446513623,95272
9,-0.002614489131117629,7,3500,-0.001991669490702292,95272
10,0.0014938132301459354,31,3500,0.0011379593052724929,95272
11,-0.010673819172263158,29,3500,-0.00813111813763102,95272
12,-0.026821420398868426,38,3500,-0.020432062260243886,95272
13,-0.01930626957796609,21,3500,-0.01470715928402874,95272
14,0.0016669644521359935,15,3500,0.0012698627054476544,95272
15,-0.009953442043599943,42,3500,-0.007582348157338572,95272
16,-0.04148669842180789,59,3500,-0.03160379996736126,95272
17,-0.07898315998000296,50,3500,-0.06016791125239245,95272
18,-0.060567609628813815,40,3500,-0.04613928541018958,95272
19,-0.02415961180859536,49,3500,-0.018404345680267168,95272
20,-0.026620716677165146,17,3500,-0.020279169875100964,95272
21,-0.05415822014735101,23,3500,-0.04125673098212784,95272
22,0.785752069362538,28,3500,0.5985714016476241,95272
23,0.8400635950169266,18,3500,0.6399449179311285,95272
24,-0.003931145887800939,13,3500,-0.00299467426926574,95272
0,-0.004888116414157281,18,3500,-0.0012969772763851276,51774
1,0.006255377508733819,16,3500,0.0016597563962553626,51774
2,-0.047858682664768656,54,3500,-0.012698474961471027,51774
3,0.006880578447572144,14,3500,0.0018256426686238882,51774
4,0.03692574985648037,9,3500,0.009797610044357558,51774
5,0.06846089717536617,107,3500,0.018164916797035125,51774
6,0.01032081248447847,108,3500,0.0027384493600503277,51774
7,0.08419894494688267,85,3500,0.02234073598890262,51774
8,0.04359107764011933,121,3500,0.01156613966652462,51774
9,0.07873044058486788,94,3500,0.020889762793418917,51774
10,0.12891276856129508,138,3500,0.03420477691072336,51774
11,0.06991494799723966,102,3500,0.01855072407224998,51774
12,0.05288165299354402,91,3500,0.014031233395273903,51774
13,0.05349993930437939,112,3500,0.014195284990512294,51774
14,0.086059629391651,123,3500,0.02283443647369434,51774
15,0.09427580823916926,127,3500,0.025014457643624775,51774
16,0.11112450931094148,79,3500,0.029484969508564003,51774
17,0.031261078173752385,40,3500,0.008294587237985398,51774
18,0.03172673760370611,51,3500,0.00841814192613383,51774
19,0.07100850306507489,87,3500,0.01884088002462261,51774
20,0.07600937993918791,35,3500,0.020167776341768258,51774
21,0.00663884597024527,15,3500,0.0017615031303041386,51774
22,2.6938135084156687,22,3500,0.7147568943152428,51774
23,-0.033672388508353426,13,3500,-0.008934386793747275,51774
24,0.012780780328790835,13,3500,0.0033911593457353344,51774
0,-0.002464696773284157,4,3500,-3.2112979875231903e-4,77992
1,8.54583325841712e-6,4,3500,1.1134520660688062e-6,77992
2,-0.0031314477523072537,4,3500,-4.080019892921301e-4,77992
3,-0.005758962291639328,6,3500,-7.503456091566505e-4,77992
4,-0.002327004790916565,4,3500,-3.0318966142313576e-4,77992
5,0.06407328393714061,79,3500,0.00834822400839081,77992
6,0.05954233738961849,64,3500,0.007757878790782355,77992
7,-2.3355557756961614e-4,41,3500,-3.0430378469021295e-5,77992
8,0.06644729760829474,58,3500,0.00865753854181195,77992
9,0.04401736835219747,78,3500,0.0057351025058197695,77992
10,0.012088440746610103,143,3500,0.0015750248007245155,77992
11,0.023697109009228355,103,3500,0.0030875391770831527,77992
12,0.03661514477628812,95,3500,0.00477065341292627,77992
13,-8.318681320511217e-4,106,3500,-1.083856029389323e-4,77992
14,0.07821409675903569,178,3500,0.010190656077484058,77992
15,0.02812486504285212,221,3500,0.0036644395160677877,77992
16,0.873220232315244,171,3500,0.11377344284676356,77992
17,-0.0206886096639381,147,3500,-0.0026955563580314565,77992
18,0.8009616548916703,205,3500,0.10435874215105008,77992
19,0.12521944657951253,331,3500,0.016315068091063544,77992
20,4.0563569587865125e-5,104,3500,5.285100820361653e-6,77992
21,0.5937015914065458,114,3500,0.07735445375427316,77992
22,5.104187232695067,244,3500,0.6650337828963228,77992
23,-0.35566638533830935,140,3500,-0.04634041638901764,77992
24,0.15602293786808685,141,3500,0.020328510663631165,77992
0,-0.0031909345487196768,12,3500,-0.001147999740050833,172762
1,0.0020536133609230615,11,3500,7.388266880781146e-4,172762
2,-0.020479110208313372,20,3500,-0.007367751621558397,172762
3,-0.002669171972929871,17,3500,-9.602856731436052e-4,172762
4,-8.585890079133825e-4,14,3500,-3.0889381867470444e-4,172762
5,0.018503053388522858,66,3500,0.00665682738265309,172762
6,-0.006827320342028599,85,3500,-0.0024562590859274758,172762
7,0.1726163385691486,77,3500,0.06210202960302644,172762
8,0.017195832659163822,85,3500,0.006186529720767369,172762
9,0.0668976577394016,116,3500,0.024067711989159125,172762
10,0.08864905394643137,126,3500,0.031893192835023544,172762
11,0.09483819234141003,127,3500,0.034119853758364946,172762
12,0.054042070891677695,106,3500,0.01944266871921506,172762
13,0.09316167410156422,161,3500,0.03351669425316428,172762
14,0.12946252279661952,161,3500,0.04657661893330823,172762
15,0.10720232467821117,157,3500,0.03856808686746992,172762
16,0.02956517107033324,134,3500,0.010636635814708046,172762
17,0.8726248646734477,105,3500,0.3139434866217988,172762
18,0.04234736150261894,179,3500,0.015235273320272667,172762
19,0.31616676648233455,236,3500,0.11374704187526048,172762
20,0.024933894218111256,40,3500,0.008970445380125945,172762
21,-0.10326230296060955,39,3500,-0.0371505886898855,172762
22,0.6547096797501057,66,3500,0.2355443305671871,172762
23,0.059643600164463,46,3500,0.021457926021068788,172762
24,0.07223409752838827,71,3500,0.025987598278588566,172762
0,-0.00242787638191721,5,3500,-0.0012228858369396755,33808
1,-0.019155905122984453,18,3500,-0.009648549342598558,33808
2,-0.07507245937435929,71,3500,-0.03781290019413504,33808
3,0.02629787382791552,30,3500,0.013245854560514888,33808
4,0.013906118526008603,10,3500,0.007004308587915678,33808
5,0.011218155114309507,42,3500,0.005650420716662864,33808
6,-0.005405883161005305,104,3500,-0.002722864311783357,33808
7,0.01018489776972159,91,3500,0.005129984098875646,33808
8,0.11145228480794354,116,3500,0.05613688637581083,33808
9,0.2575052139032672,132,3500,0.12970161140237374,33808
10,0.06907304388606403,46,3500,0.03479108232680221,33808
11,0.030166883901787456,37,3500,0.015194618368076921,33808
12,0.055246802581906646,47,3500,0.027827006727692505,33808
13,0.1297699999021719,101,3500,0.06536325165563578,33808
14,0.16410873603119042,141,3500,0.08265917099623482,33808
15,0.037705710825685114,21,3500,0.018991815268643138,33808
16,0.018704401384495868,14,3500,0.009421133510707232,33808
17,0.006558054312066898,10,3500,0.003303196075318652,33808
18,0.028288890480143873,30,3500,0.01424870053869374,33808
19,0.06410754366131409,44,3500,0.03229003246141638,33808
20,0.003935638763063923,3,3500,0.0019823237041669823,33808
22,0.9815978495299457,6,3500,0.49441648541130134,33808
23,0.018978717415131362,1,3500,0.009559302484716014,33808
24,0.04862165035545038,8,3500,0.024490014413897265,33808
0,0.006230488918182529,13,2077,0.0017004601905612484,163484
1,0.009779293425203813,15,2077,0.0026690199404491204,163484
2,0.9367876394189056,10,2077,0.2556733682958501,163484
