player_id,new_zone,sum_gp,n_pass_or_shot,sum_gp_z
50056,2,0.0035265631404044614,1,-0.3729277231832724
50067,2,0.006361393103157274,2,-0.3666697672807282
50081,2,0.010025115341984804,3,-0.3585820115736844
50105,2,0.0275559590910502,8,-0.3198822487810302
50122,2,0.05146952741914358,18,-0.2670924666650108
50136,2,0.01822772233695222,5,-0.34047455767526447
50143,2,0.02917075839208094,9,-0.3163175401564972
50902,2,0.045794169413842796,15,-0.2796209571194558
51133,2,0.022222165797093546,7,-0.3316567268504144
51774,2,0.08346760451262966,25,-0.19645593535687053
51937,2,0.044841270472042775,14,-0.281724504646368
52629,2,1.8026402012547769,611,3.5986592710689114
53839,2,0.520280739008048,176,0.7678196540932758
54862,2,0.029688786068949456,9,-0.315173981494872
54916,2,0.7672105573248067,5,1.3129232173944554
54980,2,0.005916383920672619,2,-0.3676521358449125
55578,2,0.009737845491941743,3,-0.3592161667354826
55758,2,0.024202041858395397,8,-0.3272861024225217
55817,2,0.0037274504035316744,1,-0.37248425967732995
55831,2,0.013080813144909692,4,-0.3518364845567356
56394,2,0.008962524169877938,3,-0.36092770735962143
56812,2,0.02731459345429762,8,-0.3204150692785673
57252,2,0.002983411934510249,1,-0.37412674264460155
57633,2,0.017248652790256235,5,-0.34263587744726154
57876,2,0.11510970800502887,37,-0.12660522440739058
58410,2,0.03489734723660237,11,-0.30367595638185124
58634,2,0.022795227848186946,8,-0.3303916784728103
60032,2,0.026298503482879453,9,-0.3226581125360816
60132,2,0.003229741381460212,1,-0.37358296441565475
60152,2,0.00678187924037973,2,-0.365741533933775
60153,2,0.009659685900021819,3,-0.3593887059304334
60207,2,0.1006215125689499,33,-0.15858826724865502
60210,2,0.017300901584702995,5,-0.342520536966208
60214,2,0.021406678979379017,7,-0.33345693378043006
60235,2,0.020340801421232856,6,-0.3358098843432613
60238,2,2.305399479085493,786,4.708512571477919
60244,2,0.023435370145926455,7,-0.32897854882368066
60318,2,0.00241327850156713,1,-0.37538532602660424
61090,2,0.2247728027947504,77,0.11547871725667384
61770,2,0.008658183468769298,3,-0.36159954683920625
61894,2,0.0031764171248976816,1,-0.37370067900541454
61975,2,0.0031294489227215315,1,-0.3738043624509481
61993,2,0.003330693216808803,1,-0.3733601107905015
62535,2,0.01364790541730344,5,-0.35058461461041
62839,2,0.0049118280491621934,2,-0.369869717297117
63954,2,0.006288185176361937,2,-0.36683137555481216
66238,2,0.006440042134686191,2,-0.36649614763596905
66857,2,0.003767778775761015,1,-0.37239523381745526
66905,2,0.10700487527209458,35,-0.14449683925082435
67100,2,0.058985933109111016,20,-0.25049981879142497
67509,2,0.012436607118171317,4,-0.3532585849861974
67704,2,0.07994107026362124,26,-0.20424084524884722
68259,2,0.055671053584186926,18,-0.257817495746228
68714,2,0.05548170037564046,19,-0.25823549754692093
71852,2,0.02066727200240153,6,-0.33508919261667613
72775,2,0.4499285234641708,154,0.6125154318631918
77521,2,2.0118244464108472,695,4.060438566086126
77755,2,0.003189559295559939,1,-0.37367166734490975
77756,2,0.03472224078473821,11,-0.30406250812160807
77952,2,0.0071622220439996175,2,-0.36490191796943977
77961,2,0.009134870994045736,3,-0.3605472475649401
77992,2,0.012579687191153278,4,-0.3529427322546338
77994,2,0.02615248360974187,8,-0.32298045494779465
78013,2,2.916956636095535,995,6.058539829104943
78015,2,0.009922367612829865,3,-0.3588088296779751
78016,2,0.01596101250830012,5,-0.34547837460183367
78019,2,0.05470466730538896,18,-0.2599508168967032
78023,2,0.05795998200805466,19,-0.2527646307318006
82064,2,0.0027845711987483854,1,-0.37456568839174564
82460,2,0.7939521721661229,5,1.3719559807836466
82516,2,0.02384355503935642,7,-0.3280774707707702
82518,2,0.012604351228464233,4,-0.3528882857940352
82519,2,0.06578504077587723,22,-0.2354906237023639
82521,2,0.02325162269271594,7,-0.3293841757835
82526,2,0.022989781699484204,8,-0.3299621961271016
82834,2,1.4456323955005346,486,2.81055588052037
82845,2,0.012396977918388922,4,-0.3533460674059368
83061,2,0.0058941800918758756,2,-0.3677011513355428
83065,2,0.015397657273153504,5,-0.34672199494779316
83072,2,0.020225776219903145,6,-0.3360638052651721
83073,2,0.009384901698231111,3,-0.3599952987208709
83260,2,0.009354720032445016,3,-0.36006192548016025
83274,2,1.5875527834599075,530,3.123848579268084
83378,2,0.020159800432380273,7,-0.33620944841639405
83905,2,0.014565179915147702,5,-0.3485597089076131
84481,2,0.002296968609378559,1,-0.3756420829347466
84752,2,0.006533174238432247,2,-0.3662905562579987
86035,2,0.040734853834614976,12,-0.29078951897602556
86140,2,0.004605322437439816,1,-0.37054633586939223
86155,2,0.03757237390151696,11,-0.29777077013536846
86593,2,0.00369185116190237,1,-0.37256284586669836
86898,2,0.8520789704880817,27,1.5002722979646823
86938,2,2.0945142707750644,705,4.242978359040018
88147,2,0.006563228799430735,2,-0.3662242100856109
88909,2,0.05090969864683976,16,-0.2683283022587093
88940,2,0.007187912048738816,2,-0.3648452066608581
90644,2,0.33398202369851143,115,0.35656072130861466
91373,2,0.003624144514453646,1,-0.37271230993318927
92202,2,0.0023396269285141475,1,-0.3755479136605627
92438,2,0.02600782728338268,8,-0.32329978729692105
94305,2,0.8278454299204989,281,1.4467761693689545
94368,2,0.026066383723767225,8,-0.3231705225344657
94479,2,0.06662091334737426,20,-0.23364541472640998
94932,2,2.5456529511011934,590,5.238877938382457
94934,2,0.029112422502859118,9,-0.31644631804691126
95186,2,0.0030238823921456444,1,-0.3740374031277466
95228,2,0.02431158798117277,8,-0.32704427669941205
95236,2,0.025765979514422967,9,-0.32383367211299974
95253,2,0.014683375598714176,4,-0.3482987890692635
95259,2,0.012951617341076891,4,-0.3521216874273848
95261,2,0.007184428006184778,2,-0.36485289776930285
95272,2,0.006537683739632968,2,-0.36628060142471863
95274,2,0.02839660384748693,8,-0.3180265050910709
95275,2,0.01814154993410105,5,-0.3406647853446994
95276,2,0.5540916167103843,188,0.8424579867155497
95278,2,0.0031343135749041682,1,-0.3737936236132612
95280,2,0.023142860232127475,7,-0.3296242715533196
95297,2,0.9863415125633234,339,1.7966601161795137
95298,2,0.11577286394153088,39,-0.12514129159248905
95309,2,0.557167333432866,188,0.8492477059829857
95320,2,0.009844133970609964,3,-0.35898153234075925
95321,2,0.009348994845043184,3,-0.3600745639702162
95330,2,0.04715617055681048,15,-0.27661430656055247
95545,2,0.030339785368003136,9,-0.31373688475200107
95611,2,2.1013146346726828,703,4.257990327289156
95780,2,0.04669912851570167,15,-0.2776232379520107
96201,2,0.04218248027952124,14,-0.287593848486222
96621,2,0.009416627023454185,3,-0.35992526429593236
96622,2,0.01789545438028554,5,-0.3412080472488787
97607,2,0.003568221332162551,1,-0.3728357617145327
98898,2,0.0025409559057595604,1,-0.3751034750599905
99107,2,0.0026968569444564216,1,-0.3747593197356343
99108,2,0.08118236885454848,25,-0.2015006485012548
99117,2,0.03335506626352692,11,-0.30708057903846614
99122,2,0.9026197609078267,37,1.6118423187003732
100961,2,0.004396964277570919,1,-0.37100629156110104
101135,2,1.3994160526680788,475,2.708532182724571
101772,2,0.0038335697084712,1,-0.372249998737716
102052,2,0.16085377780623128,54,-0.02562408078322663
102208,2,0.011378895709642171,4,-0.35559350857567634
102626,2,1.0063012213957074,340,1.8407216575565446
102921,2,0.005154443613280459,2,-0.36933413755460265
104948,2,0.026011014756895358,9,-0.32329275087182857
106519,2,0.0619232396025922,20,-0.24401564346169474
107654,2,0.02768262608334039,10,-0.3196026283231985
108216,2,0.0034137623411351105,1,-0.37317673368368126
109275,2,2.216331250665838,748,4.511892296861283
109699,2,0.003914322117258923,1,-0.37207173583663994
110118,2,1.6435394064254256,554,3.2474404074390937
110209,2,0.012994833570330351,4,-0.35202628655308343
110557,2,0.01765819187400128,6,-0.3417318099863842
110580,2,0.01568537526352167,5,-0.3460868505053574
110583,2,0.010242829072149077,3,-0.358101403233626
110586,2,0.011662317523676129,4,-0.3549678480467036
110592,2,0.1061966057983956,33,-0.1462811137188665
110596,2,0.005980881129571918,2,-0.36750975669186553
110606,2,0.0022763535169522875,1,-0.3756875912513037
110608,2,0.006210862123627723,2,-0.3670020680692199
110619,2,0.011943922690308943,4,-0.3543461978109324
110620,2,0.8635313076949027,285,1.5255536101290834
110624,2,0.0064426834111279505,2,-0.36649031695415885
110974,2,0.012622854816764888,4,-0.35284743867405066
111114,2,0.015257556202379985,5,-0.34703127145972495
111152,2,0.0037894228772333166,1,-0.3723474539384701
111473,2,0.05485735357502423,18,-0.2596137582530258
111530,2,0.0032203307659843753,1,-0.37360373857757534
111536,2,0.003030722691237232,1,-0.3740223030015882
111686,2,0.012886503082486943,4,-0.35226542873259065
111806,2,0.30006080776780497,98,0.2816788143709222
112264,2,0.0028389131501444583,1,-0.37444572721595626
113395,2,0.014621553367973005,4,-0.34843526314314394
114295,2,0.04350526890428057,12,-0.28467376051237664
114579,2,0.020365797436494908,6,-0.3357547050332834
116185,2,0.015111397473350255,4,-0.3473539203991879
116656,2,0.015343782285170447,5,-0.34684092529052196
116973,2,0.3670542535545343,124,0.42956847089399636
117549,2,0.01677745029612964,5,-0.3436760683822231
118721,2,0.0029458671393830026,1,-0.3742096236905067
118738,2,0.3309986244488636,112,0.34997479510165097
119575,2,0.0036798080248112764,1,-0.3725894313839374
121e3,2,0.08064820846417035,25,-0.2026798205192569
121332,2,0.005364546211969103,2,-0.3688703309718873
126174,2,0.003193164201783981,1,-0.373663709426982
127539,2,0.0026699111001072576,1,-0.37481880334061574
127541,2,0.019407651216793016,7,-0.33786983605343857
129430,2,0.818641862969438,23,1.426459072088833
129440,2,0.009880911314519205,3,-0.35890034546203253
130049,2,0.020740293548703454,7,-0.3349279957820522
131415,2,0.0034723232200564494,1,-0.3730474591230484
131824,2,0.06387542147767968,20,-0.23970615462160216
131833,2,0.023351044875863366,7,-0.3291646989026831
131836,2,0.00670443346686575,2,-0.36591249735728076
131839,2,0.028219300038420058,9,-0.31841790755015037
131840,2,0.02846049008456816,9,-0.3178854746731316
131841,2,0.0027821127249134294,1,-0.37457111553236744
132e3,2,0.013704916488067093,4,-0.35045876128887626
132113,2,0.07047214762287243,24,-0.22514372165024732
133042,2,0.06780173811443344,21,-0.23103871541181953
133044,2,0.008873970445920434,3,-0.36112319185315844
133561,2,0.006775908217003159,2,-0.365754715112708
135297,2,0.006180448773417107,2,-0.367069206277496
138020,2,0.014877612921427537,5,-0.3478700054680813
147744,2,0.017204560903779958,5,-0.34273321135612167
148995,2,0.060236682092434296,19,-0.2477387600733958
149359,2,0.00957867026857184,3,-0.35956754990192097
149661,2,0.08442302115703779,27,-0.19434682994038313
149669,2,0.02788274254941002,9,-0.31916086637045665
149674,2,0.014674138547970686,4,-0.34831918008282764
149675,2,0.0030247365870895437,1,-0.37403551747168917
150711,2,0.005531010478815362,2,-0.36850285706517666
151929,2,0.0030290111716033403,1,-0.3740260812226935
151933,2,0.04508691114905662,16,-0.28118224689376164
151935,2,0.06852284824214455,23,-0.22944684731412524
151940,2,0.02547121808862581,8,-0.3244843651099858
151949,2,0.049083492082229,16,-0.2723596975453504
151950,2,0.03100581878646502,10,-0.3122665998258788
151952,2,0.0027884076484808876,1,-0.37455721933590674
151955,2,0.024183047561547318,7,-0.32732803279352696
152151,2,0.0036922929090120876,1,-0.372561870699239
152253,2,0.0023351979094145404,1,-0.3755576908276525
153016,2,0.0036087396044384755,1,-0.3727463166456991
153264,2,0.03216425495412415,10,-0.30970932388750705
153453,2,0.008746375474073104,3,-0.3614048608483709
153575,2,0.1415955409021035,49,-0.06813710586419099
153577,2,0.004707769313808424,2,-0.3703201819049246
153647,2,0.010351442468313283,3,-0.35786163652713854
154528,2,0.003205209912828948,1,-0.3736371182276774
155907,2,0.7604038300216127,3,1.2978972017731631
156919,2,1.4370022468028734,486,2.791504617943084
157489,2,1.5689921259269273,531,3.0828754775689537
158536,2,0.790120377307123,8,1.3634972006909136
159561,2,0.01483597851611203,4,-0.34796191442767194
159710,2,0.06987788993822458,22,-0.22645555990303023
159716,2,0.016275732915484207,5,-0.344783621669324
163042,2,0.019182339502287735,6,-0.3383672171282215
163397,2,1.569802095875136,5,3.0846635058757217
163482,2,0.008777542148471758,3,-0.3613360596586776
163484,2,1.9760498681183538,663,3.9814653167808522
163529,2,0.03525654411910957,12,-0.30288302055127375
163541,2,0.07252493689719763,23,-0.2206121395360707
163565,2,0.39089395788929737,136,0.48219519645314274
163906,2,1.5641873200772138,531,3.072268752113507
164480,2,0.8056877412754877,14,1.3978625342427993
164484,2,2.7375027875505085,936,5.662391105727515
165072,2,0.011113353146814619,3,-0.3561797002239436
165096,2,0.0022847091660075976,1,-0.375669145953345
166317,2,0.0030910950072668805,1,-0.37388902964960163
168301,2,0.7757732888001018,8,1.3318256548181406
168365,2,0.009083302708642419,3,-0.3606610858057743
169013,2,0.01740809845175572,5,-0.34228389728209246
170827,2,0.036352553428964825,11,-0.30046355341568876
170843,2,0.007836311022594977,2,-0.3634138501989325
172474,2,0.8072986963430696,11,1.4014187566287508
172483,2,0.0057759875402811816,2,-0.3679620642599887
172510,2,0.010477854128045349,3,-0.3575825797221221
172761,2,0.0736779496575271,25,-0.2180668359009258
172762,2,0.016139514091306057,5,-0.3450843280277313
172764,2,0.7846891937513685,3,1.3515077312563764
173084,2,0.7827912613166522,8,1.347317999371742
173145,2,0.007618344141000063,3,-0.36389501737691426
174109,2,0.01987926891406039,6,-0.3368287285474728
176416,2,0.012970618882541295,4,-0.35207974106371326
177653,2,0.0023617480001474934,1,-0.37549908085837796
177658,2,0.00987676008301582,3,-0.35890950940626576
177928,2,0.015273913078194076,5,-0.3469951632596237
177930,2,0.016331830882850375,5,-0.3446597840456879
177947,2,0.008913579541634815,3,-0.3610357538136368
177954,2,0.012682399404020772,4,-0.352715992553409
177976,2,0.008032891918266505,2,-0.3629798931036009
177978,2,0.005410097732865128,2,-0.3687697748846417
178e3,2,0.03685769433902059,12,-0.29934844260437565
178211,2,0.025517140882919256,8,-0.32438298942771
179384,2,0.0037875039783825926,1,-0.37235168995422663
179846,2,0.030415931377234664,10,-0.3135687905896751
180562,2,0.010084065332024616,3,-0.3584518780408194
180593,2,0.006253649021355084,2,-0.366907614954676
180602,2,0.0027225004497228957,1,-0.37470271107576664
181013,2,0.8581830665538889,12,1.513747238086883
182906,2,0.018215790870284396,6,-0.3405008966773354
183390,2,0.04696542495640172,14,-0.2770353821000544
185126,2,0.02910594244717428,10,-0.3164606229270115
186250,2,0.07356882416846794,23,-0.2183077330648998
186539,2,0.0030573781850054002,1,-0.37396346035255684
191898,2,0.00323841969813637,1,-0.3735638068210966
193906,2,0.06718914732459712,22,-0.23239102443898169
194187,2,0.0030721254869266533,1,-0.37393090532586487
196273,2,0.006864664093279295,2,-0.3655587843630244
196738,2,0.0024083955453490053,1,-0.37539610527089357
197038,2,0.003474088193520642,1,-0.37304356290131613
197428,2,0.01777142985799689,6,-0.34148183439008795
198884,2,0.0037025954080362605,1,-0.3725391276827525
200192,2,0.002984711039571109,1,-0.37412387483866943
200785,2,0.009858794491676502,3,-0.35894916888490885
201031,2,0.021869762795632013,7,-0.3324346650237957
201712,2,0.005880700859975819,2,-0.36773090706690553
202192,2,0.006268986274384441,2,-0.3668737575966034
202356,2,0.1340044280417232,42,-0.08489467162851116
202361,2,0.10369598740630934,35,-0.15180128947274862
202376,2,0.015043530079028223,5,-0.34750373931830053
202402,2,0.017956303114740516,6,-0.3410737221916626
202407,2,0.02463080566342219,8,-0.32633959592311274
202876,2,0.01610412166988682,5,-0.3451624576564696
203479,2,0.003972514021511217,1,-0.3719432757965385
204399,2,0.7702687029528562,2,1.3196741480447396
204401,2,0.03890674558131187,12,-0.2948251122865811
205343,2,0.17602324403270145,60,0.007862883852281673
209819,2,0.02017768810505743,6,-0.3361699609450876
213213,2,0.08257456527279158,26,-0.19842734113978433
220450,2,0.0028440976112335983,1,-0.3744342823923511
220580,2,0.012153068794935759,4,-0.35388450271205857
220752,2,0.0027726969011009185,1,-0.3745919011918176
220753,2,0.0040434246471542515,1,-0.3717867388704701
220877,2,0.0061846447491114955,2,-0.3670599435593759
221252,2,0.012867891313619375,4,-0.35230651466380064
221292,2,0.007137299278351871,3,-0.3649569355791173
221399,2,0.0034680126013152124,1,-0.37305697491847517
221400,2,0.8593512733725599,293,1.5163260829743541
226308,2,0.7673393686263501,6,1.3132075714669744
226541,2,0.018047820145583354,5,-0.34087169612630025
227232,2,0.021064285108569076,6,-0.33421277655512305
228605,2,0.003279215302703629,1,-0.373473749534503
234245,2,0.0023442603547185236,1,-0.3755376852598312
234251,2,0.04210004847379005,13,-0.2877758186967851
234406,2,0.06471696425168871,22,-0.2378484285360703
242130,2,0.0070418540713890415,2,-0.3651676331885438
242216,2,0.0037468835547693068,1,-0.37244136052461513
243939,2,0.005630218716832856,2,-0.3682838524734234
244410,2,0.008992220805806994,3,-0.36086215131550603
244927,2,0.008068095874236817,3,-0.3629021795169125
244997,2,0.027256537727469995,8,-0.3205432287037007
244999,2,0.006129655376022655,2,-0.36718133393425545
245005,2,0.02258394464944313,7,-0.3308580912587833
245012,2,0.05931939864516833,19,-0.24976368553225817
245628,2,0.01519130487339695,4,-0.34717752287540354
245764,2,0.002698536921868606,1,-0.3747556111447485
246817,2,0.010159514408454575,4,-0.3582853223745572
246874,2,0.0063811025939718045,2,-0.3666262581016947
3785,3,0.054251385428208045,16,0.11927836178460677
6571,3,0.007319007897588237,2,-0.41350675722572433
7313,3,0.019872911848787426,6,-0.27099249388331925
8859,3,0.012838505571953962,4,-0.35084838831194826
12843,3,0.04671980583874671,14,0.033778463014531704
12875,3,0.05257603421572825,15,0.1002594617823046
13135,3,0.012524258232124684,4,-0.3544157828305914
14278,3,0.09322363333346659,28,0.5616986019430449
15208,3,0.04437264256351623,13,0.007133026948258056
15310,3,0.21565720470209465,69,1.9515873807490245
15337,3,0.31318670659826786,103,3.0587605095953
15517,3,0.020903390122453278,6,-0.2592943119765018
15891,3,0.008837997439184902,2,-0.396262904127359
16854,3,0.024108606460108893,7,-0.22290809721894844
17152,3,0.013243978392019445,4,-0.34624538509624503
17279,3,0.0028301297713120856,1,-0.46446534045902776
18005,3,0.11629468992016044,34,0.8236055471263829
18681,3,0.016747718560165895,5,-0.30647027203598554
18770,3,0.003533946133272623,1,-0.4564754856104445
19825,3,0.03313201640652396,10,-0.12047266148924983
20225,3,0.043627301475904365,13,-0.0013282243447857623
20226,3,0.003518284801793261,1,-0.45665327597170735
20491,3,0.02544960346869728,8,-0.20768484861307654
20525,3,0.010776615096429264,3,-0.3742553542529338
20568,3,0.0028369058281242122,1,-0.46438841739599496
20962,3,0.00985910408216082,3,-0.3846711107232165
27058,3,0.01289944285020215,4,-0.35015661694318595
28188,3,0.027339587093698884,8,-0.18622940135990693
28392,3,0.01673483245679952,5,-0.3066165574891603
28573,3,0.02623599623921388,8,-0.19875757094521923
32269,3,0.01123046072097076,3,-0.36910321392239337
33808,3,0.1472363917894065,45,1.174861528181957
33823,3,0.003698669721095984,1,-0.45460551266298366
34160,3,0.029783884107142406,9,-0.15848128494806604
34285,3,0.07762469316743274,23,0.38461651852689666
34291,3,0.8102366840375149,14,8.701364726934942
34336,3,0.021657800718282973,7,-0.2507301019315378
34361,3,0.09761735132733085,30,0.6115769095726027
35268,3,0.020687928721520497,6,-0.26174027005870654
36431,3,0.029893733300230554,9,-0.15723425638288258
37143,3,0.022846111359305435,7,-0.2372401774996179
37368,3,0.0637855526261854,19,0.22751200926868465
37644,3,0.007064873663176931,2,-0.41639173653956985
37740,3,0.0036214015545313377,1,-0.4554826753273297
37846,3,0.006889655652148625,2,-0.41838084414012905
37996,3,0.007359640568470924,2,-0.4130454875536772
38099,3,0.004101685498485332,1,-0.45003040225483665
39226,3,0.03507325664268887,11,-0.0984353396088915
39276,3,0.010831221090812023,4,-0.3736354568016079
40283,3,0.0032316001419562456,1,-0.4599077737970103
41004,3,0.010575427155982517,3,-0.37653927734471476
41210,3,0.31317830883750586,100,3.058665176646014
41393,3,0.006540609362204294,2,-0.4223432828426383
41492,3,0.026221382873838604,8,-0.19892346459945673
41493,3,0.008870106163699563,3,-0.3958983998871753
41526,3,0.029456737700712488,9,-0.1621951120809414
41551,3,0.026172290665400846,8,-0.1994807685224878
41552,3,0.02297437598963793,7,-0.2357840934499247
41556,3,0.04222042466406028,13,-0.01729935278681267
41574,3,0.00823786102936128,3,-0.4030757647867557
41599,3,0.06355654175067493,19,0.22491223501936386
41605,3,0.0033590969602558985,1,-0.45846040609297906
41606,3,0.028516106296553413,9,-0.17287333553729162
41625,3,0.005153195781775766,2,-0.43809346104494423
41626,3,0.050531780544367653,15,0.07705271213761476
41627,3,0.09836436832397649,29,0.6200571860981404
41647,3,0.0075576875401192215,2,-0.41079722132658414
41667,3,0.0030311234367197044,1,-0.46218362281379116
41678,3,0.024596124401883673,8,-0.2173737024515262
41679,3,0.08218401562408241,27,0.4363747989610754
41703,3,0.007336333565950992,2,-0.41331007300118094
41705,3,0.26882526334254836,88,2.555161116850953
41707,3,0.006227240922158785,2,-0.4259006999267142
41921,3,0.003323092064817681,1,-0.4588691403934839
42584,3,0.12917480820756774,39,0.9698230565663487
43684,3,0.008994671711100985,3,-0.39448430851808675
44209,3,0.048291769776640216,15,0.05162369135788857
45120,3,0.0032677278822321946,1,-0.45949764493895406
45122,3,0.005853784984682363,2,-0.4301402415089338
45269,3,0.019932688710701616,6,-0.27031389577760345
45959,3,0.021365740589890738,7,-0.2540456230802822
47407,3,0.0033461599115531216,1,-0.45860726988713174
47627,3,0.009185043076701092,3,-0.3923231772050345
47681,3,0.0028188449673548083,1,-0.4645934476621087
49483,3,0.002769983839887459,1,-0.46514812831078634
49839,3,0.009263599587148882,3,-0.3914313890202008
49841,3,0.0032880559464263034,1,-0.45926687695593765
49876,3,0.005770214137998922,2,-0.43108895337563996
49904,3,0.0028160752360113285,1,-0.46462489016984226
50067,3,0.0027821716169047768,1,-0.465009770388808
50081,3,0.05021875383958543,15,0.07349917449610062
50105,3,0.016853279502407528,5,-0.3052719244956685
50122,3,0.023604174349121772,7,-0.22863450479567018
50143,3,0.016879656458717023,5,-0.30497248835912677
50902,3,0.015606780075686815,5,-0.31942241889536976
51133,3,0.045522573027975494,13,0.020187252444522675
51774,3,0.06628655530611753,20,0.2559038590019193
51937,3,0.04747910253641178,14,0.04239814100049573
52629,3,0.24736080138710068,78,2.3114925341126327
53839,3,0.04737317989866434,15,0.04119568742521417
54862,3,0.04806165027384779,14,0.04901133176451678
54916,3,0.02371952957916476,7,-0.2273249706701761
54980,3,0.005674655391091778,2,-0.43217375412561654
55209,3,0.003273234261131124,1,-0.4594351354968303
55578,3,0.007389472949280276,2,-0.4127068247925694
55820,3,0.021305753175985317,6,-0.25472661141154396
55831,3,0.00950467490974964,3,-0.38869465691327737
